epoch,train_loss,val_bce,val_l1_linear,val_l1_mel,val_waveform
0,2.5651252534654407,0.4923002834503467,0.21410867801079383,0.013830823107407643,0.04176056270415966
1,2.572904941108492,0.47598831011698794,0.20270922321539658,0.013015018274577765,0.03886759653687477
2,2.7101679841677346,0.471425854242765,0.18735583814290854,0.011930188307395348,0.03797350336725895
3,2.8068823979960547,0.471583937223141,0.17988312932161185,0.011468979816597242,0.0353046919290836
4,2.898004025220871,0.4465677531865927,0.1781162333029967,0.011318216315255715,0.034770591041216485
5,2.9471316867404513,0.45878701026623064,0.17316669111068433,0.010981330576424416,0.033639658242464066
6,2.9999459352758198,0.444052517414093,0.16890805271955636,0.010679836528232465,0.03272830193432478
7,3.0113925801383123,0.43649314229304975,0.1685248361184047,0.010737447927777585,0.03377173898311762
8,3.0145741369989185,0.4292725416330191,0.169006252518067,0.010766694823709818,0.03282589135834804
9,3.0552068882518344,0.43129175901412964,0.16178299257388482,0.010319327004253864,0.031913805896273024
10,3.0510845912827387,0.4384891207401569,0.1577430092371427,0.009857641676297555,0.032451954312049426
11,3.048800104194217,0.4268700021963853,0.15451355163867658,0.009740619633633357,0.031448102627809234
12,3.075212581290139,0.4284731470621549,0.1574714630842209,0.009892150544776367,0.031310733407735825
13,3.0421451032161713,0.4243821708055643,0.15526144206523895,0.009737801666443165,0.031388503714249685
14,3.0454212725162506,0.4268906873006087,0.15561031722105467,0.009705949431428542,0.031210692312854987
15,3.0588051279385886,0.42523393722680897,0.15165083224956805,0.009505697024556307,0.030799745080562737
16,3.0817395746707916,0.4179836396987622,0.1492792803507585,0.00934292569469947,0.02976454937687287
17,3.0493207110299005,0.4129124902761899,0.1494060857937886,0.009326062809962492,0.030097067499390014
18,3.085112796889411,0.425848309810345,0.14694563356729654,0.009140914449324975,0.029723558574914932
19,3.0516594449679055,0.40321674713721645,0.14532681382619417,0.009060866915835785,0.029630115398993857
20,3.0719201929039426,0.41545326434648955,0.14456441539984483,0.008913499159881702,0.029915297547212012
21,3.053736047612296,0.4027862778076759,0.14705168398527,0.009110461777219405,0.03048223113784423
22,3.0712322195370994,0.40506386986145604,0.14254206648239723,0.0088409181827536,0.030005365323561888
23,3.1063622170024447,0.40212390973017764,0.1428664716390463,0.008946373127400875,0.029892040273317926
24,3.074880494011773,0.40223894210962147,0.14132824884011194,0.008702581891646752,0.02926913691827884
25,3.088893072472678,0.40216039694272554,0.13974840136674735,0.008646668006594364,0.02911030429487045
26,3.0712599058945975,0.39716703158158523,0.1429813137421241,0.008939289989379736,0.029539255425333977
27,3.0866732431782617,0.4055972947524144,0.13843865921864143,0.008445536359571494,0.02868142408820299
28,3.085777633719974,0.4020499334885524,0.1389886920268719,0.00858421351474065,0.02892564982175827
29,3.0733923150433435,0.40179768892434925,0.13961811019824102,0.008723281789571047,0.02845393393475276
