epoch,train_loss,val_bce,val_l1_linear,val_l1_mel,val_waveform
0,2.533128950330946,0.4973380726117354,0.22144148785334367,0.014460879378020763,0.04088738675300892
1,2.562479254272249,0.4815411728162032,0.19590888917446136,0.012612444062072497,0.03906462542139567
2,2.6947616835435233,0.4671633037237021,0.19617868730655083,0.012838624919263216,0.0371525906599485
3,2.8181928793589273,0.45500900653692394,0.1789938360452652,0.011369065596507145,0.03586778617822207
4,2.91616353392601,0.44967881074318516,0.17729009573276228,0.011378294859941188,0.03497924082554304
5,2.946106923951043,0.4420123788026663,0.1717921380813305,0.010923602474996677,0.03394852306407232
6,2.981773191028171,0.4457723612968738,0.16424371072879204,0.010370729204553824,0.0336170127758613
7,3.0036854677730136,0.4243712516931387,0.16329182569797224,0.01029490765470725,0.03276428336707445
8,3.0185862912072077,0.43825778594383824,0.1547058751949897,0.009716919694955532,0.03159380962069218
9,3.0488672289583416,0.4218135430262639,0.1567507512294329,0.009791363317232866,0.03186717586448559
10,3.0476948850684695,0.4279002042917105,0.15504510127581084,0.009732296188863425,0.03181609353766991
11,3.0576345357629986,0.41405020768825823,0.1568059898339785,0.009894883188490685,0.03212376139484919
12,3.029312471548716,0.4252241826974429,0.1532288629275102,0.009591101597134884,0.03076286556629034
13,3.0562886926862927,0.41574772046162534,0.15278867804087126,0.009490403919838943,0.031646683239019834
14,3.063699589835273,0.40861366574580854,0.1502877061183636,0.009486323723999353,0.03040474825180494
15,3.071678704685635,0.41357747408059925,0.1490956854361754,0.009241552521976141,0.03092207243809333
16,3.0794941352473364,0.40989673825410694,0.14929930636515984,0.009265295014931606,0.030518821082436122
17,3.0699980126486883,0.4081723712957822,0.1470269663975789,0.009168230641919833,0.030721100477071907
18,3.083528177605735,0.40854899470622724,0.14524032977911142,0.009096539650972072,0.02940296954833544
19,3.0595751073625355,0.399624024446194,0.14740034020864046,0.00925880971436317,0.030178876593708992
20,3.068726360797882,0.4124693297422849,0.14715055662852067,0.009191866104419414,0.03042986086354806
21,3.082721528079775,0.40265652537345886,0.14203195961622092,0.008834392620393863,0.029007083521439478
22,3.0895675950580173,0.4073331837470715,0.1417961074755742,0.008817542201051345,0.029222773674588937
23,3.0651647514767117,0.4001396390107962,0.14177453976411086,0.008802251388820318,0.030305491043971136
24,3.0869384275542364,0.40355841930095965,0.14204802765296057,0.008845036634458946,0.029535264636461552
25,3.0579607354270086,0.40473527862475467,0.1427625624033121,0.008842738130344795,0.02976011398893136
26,3.090118454562293,0.4081834119099837,0.14207799847309405,0.008800398056896834,0.02899646071287302
27,3.089562048514684,0.40476556007678693,0.13772450100917083,0.008490524863680968,0.02928756421002058
28,3.1006363795863257,0.40023011427659255,0.14046119038875288,0.008679452853707166,0.029427050827787474
29,3.0761085715558796,0.3933253792616037,0.13918595359875605,0.008630749912789235,0.02848668023943901
30,3.0928429464499154,0.3994007958815648,0.14070164698820847,0.008673175452993466,0.029008689121558115
31,3.0981176826688976,0.41049081774858326,0.1369911225942465,0.008444972049731474,0.028916549653961107
32,3.0648876627286277,0.40424189888514006,0.13576732060083976,0.008331303305637378,0.028737376515681926
33,3.1004381941424475,0.39888583696805513,0.13453067609897026,0.00821473950949999,0.028589243499132302
34,3.0868516663710275,0.3954112621454092,0.13409671187400818,0.008295893490027923,0.027985277084203865
35,3.0830494132306843,0.39256725173730117,0.13515340651457125,0.008332583480156384,0.02853667177259922
36,3.0861753357781305,0.39204749923485976,0.13622367152800927,0.00834566422809775,0.028156726979292356
37,3.0856757395797305,0.3933245654289539,0.13983746904593247,0.008768776825700816,0.029105618882637758
38,3.096504588921865,0.3910817916576679,0.13659434880201632,0.008422311323766526,0.028638866944954947
39,3.1023250420888266,0.39884466849840605,0.13302380763567412,0.008192015775980858,0.027700714910259612
40,3.084515137804879,0.3836319927985852,0.1366421735057464,0.008482467418966385,0.028464802325918123
41,3.0928487711482577,0.3899789911050063,0.13667689894254392,0.008389127834771689,0.028244113119748924
42,3.100888298617469,0.38971072206130397,0.13592999428510666,0.008406152124874867,0.028373419665373288
43,3.0940953261322446,0.3891062782360957,0.1327817027385418,0.008256466772693854,0.027951153711630747
44,3.088379700978597,0.38903597685006946,0.13620293197723535,0.008457150561018633,0.028122014151169702
45,3.0866827037599354,0.383126077743677,0.12994907509822112,0.007915973591689881,0.027284343941853598
46,3.0885018871890173,0.3801861978494204,0.13109828130556986,0.00815061193246108,0.027459899966533367
47,3.101280470689138,0.38679195138124317,0.13136646781976408,0.008095786118736634,0.027824552729725838
48,3.0979871849219003,0.391117288516118,0.1326210212249022,0.008121042834738126,0.028385708968226727
49,3.099503755569458,0.38758747165019697,0.13091591344429895,0.00795747794640752,0.027738006355670784
50,3.0781100193659463,0.3818360429543715,0.13182764443067405,0.00811278479746901,0.02756773565824215
51,3.0805226067701974,0.3861483152096088,0.13006440893961832,0.008037911154902898,0.027377843140409544
52,3.088948133918974,0.38000805561359113,0.13139089770041978,0.008096761786593841,0.02771287841292528
53,3.097202777862549,0.3816754382390242,0.13086910144640848,0.00804764494443169,0.0274139755906967
54,3.080811765458849,0.3813083309393663,0.12971419783738944,0.007915252425636236,0.02734580421103881
55,3.109366539451811,0.38116625868357146,0.1308448165655136,0.0080852650750715,0.02767164775958428
56,3.0970818830860987,0.37994155287742615,0.12953792569728997,0.007945619774265932,0.027738087309094574
57,3.110879600048065,0.3791240384945503,0.1303089180817971,0.008094377278421935,0.027135798850884803
58,3.075598660442564,0.3839196081344898,0.1280625147315172,0.00779534955150806,0.027225059528763477
59,3.109558833969964,0.3836135222361638,0.13182990138347334,0.008075818706017274,0.027980715036392212
60,3.0926565527915955,0.38668898206490737,0.12923325942112848,0.007891600808271995,0.027501431508706167
61,3.08436933822102,0.37859813983623797,0.12936321875223747,0.007962589796919089,0.026873792593295757
62,3.0930444730652704,0.3798571343605335,0.12840764224529266,0.007839889337237064,0.026968164226183526
63,3.0988704926437802,0.38157396820875317,0.12812432360190612,0.007816158664914278,0.027049662688603766
64,3.097998470067978,0.3806004088658553,0.12799852570662132,0.007819157559424639,0.027189634310511444
65,3.0892130500740476,0.385474287546598,0.12815784777586275,0.007774639838876633,0.027654529334260866
66,3.1042902370293937,0.384881847179853,0.12823952791782525,0.007821507644481383,0.027517712746675197
67,3.081090033054352,0.3804587400876559,0.12687354305615792,0.007793630544955914,0.02723138894026096
68,3.1004594498210483,0.37908276227804333,0.131770697923807,0.008174101535517436,0.02701758177807698
69,3.0880393849478827,0.3862020189945514,0.12658505485608026,0.007721930419882903,0.02730347731938729
70,3.1086475782924228,0.37462168014966524,0.12948304815934256,0.007922420421471963,0.02736607351555274
71,3.0896064904001026,0.37997108697891235,0.12868233311634797,0.00784607962346994,0.027384330446903523
72,3.0995258722040386,0.37249200619184053,0.13085115643648002,0.008129339271153394,0.02683359241256347
73,3.100821908977297,0.3728157694523151,0.12787545243134865,0.007839447209754815,0.027090360768712483
