epoch,train_loss,val_bce,val_l1_linear,val_l1_mel,val_waveform
0,2.7132062349054547,0.4874712870671199,0.2267527958521476,0.014679532569761459,0.043167986548863925
1,2.6506311297416687,0.4720875139419849,0.20185355154367593,0.012965151968483742,0.03902402606147986
2,2.757255600558387,0.46927599952771115,0.19232090849142808,0.01232249655116063,0.03710882566296137
3,2.821404457092285,0.4603823446310483,0.18169585328835708,0.011713650292501999,0.03487366495224146
4,2.920776688390308,0.45590638426633984,0.1745899388423333,0.01106696819456724,0.03429543943359302
5,2.951846526728736,0.43836624117997974,0.17245231224940374,0.010981407517997118,0.03395093261049344
6,2.9764170580440097,0.4309449608509357,0.16805848479270935,0.010746632272807451,0.033206902301082246
7,3.0203570591078863,0.43825968870749843,0.1636358660001021,0.010400050749572424,0.03357469476759434
8,3.0094580484761133,0.4286352510635669,0.1663448168681218,0.010499677620828152,0.034127054879298575
9,3.027194516526328,0.4352666391776158,0.16012013073150927,0.0101218346076516,0.031896305055572435
10,3.0424853927559323,0.4231629234093886,0.1584093410235185,0.010014341284449283,0.031632278830959246
11,3.0448870261510215,0.419261267552009,0.15708404664809889,0.009816302702977108,0.03232859247005903
12,3.0460190607441797,0.4164499479990739,0.153488984474769,0.009582591601289235,0.03156676988762159
13,3.090865343809128,0.41760685581427354,0.15194605061641106,0.009512492097341098,0.03117024454359825
14,3.0406610435909696,0.422251637165363,0.15182059774032006,0.009491329726118308,0.03111782283163988
15,3.0747556388378143,0.4186267715234023,0.1497359241430576,0.009375812485814095,0.030509489516799267
16,3.0693933996889324,0.41023578552099377,0.14890634669707373,0.009272427154848209,0.030766581400082663
17,3.0713344613711038,0.4140583322598384,0.14797229720995977,0.00913264724211051,0.031148164604718868
18,3.0599600970745087,0.4133639817054455,0.14488421495144183,0.009051368930018865,0.030004839627788618
19,3.083066334327062,0.41199403313490063,0.14591105167682356,0.009061098886797061,0.030456557153509214
20,3.0634984605842166,0.4089348384967217,0.14290831409967863,0.008902158803091599,0.029483903342714675
21,3.073500523964564,0.40152812462586623,0.14065442520838517,0.008750978713998428,0.02934025013102935
22,3.076557139555613,0.41156689478800845,0.1407258350115556,0.00870476089991056,0.029152724748620622
23,3.0783942540486655,0.4232067190683805,0.1379396187571379,0.008405311033129692,0.028952913358807564
24,3.0983535250027976,0.40400887452639067,0.13732616488750166,0.008397666844897546,0.028742287164697282
25,3.0931840505864887,0.3982621798148522,0.14195319666312292,0.008755457014418565,0.029751755727025177
26,3.06587725215488,0.40445311023638797,0.13813489503585374,0.008561273069622425,0.028950985234517317
27,3.0988913940058813,0.3994868856209975,0.13718732274495637,0.008389982323233899,0.028788261545392182
28,3.077104879750146,0.4089496869307298,0.13843128314385048,0.008564127071832236,0.02845152968970629
29,3.0824310415320926,0.39818917558743405,0.13888786962399116,0.008750517780964192,0.028314513369248465
30,3.094227138492796,0.40123369831305283,0.1383277653501584,0.00855219833409557,0.029306647439415637
31,3.0916118125120797,0.39261523806131804,0.1361999626343067,0.008394969483980766,0.028489434661773536
32,3.0844430791007147,0.39061800562418425,0.13650419677679354,0.008441234580599345,0.028383302860535108
33,3.0741804010338254,0.40541258912820083,0.13389437301800802,0.00822747595464954,0.02826737153988618
34,3.071962402926551,0.39201483588952285,0.13637182517693594,0.008477194879490595,0.027822720746581372
35,3.102064175738229,0.39768593127910906,0.1381740283507567,0.008504511895947732,0.029424209864093706
36,3.09384384420183,0.39371509047654957,0.1344112610587707,0.008285114004348334,0.027940507405079328
37,3.080341375536389,0.3917289559657757,0.13711794179219466,0.008446341631217645,0.028975016652391508
38,3.0918062726656594,0.38841855984467727,0.13356597263079423,0.008250771090388298,0.028060648733606704
39,3.0930906765990787,0.3930759865504045,0.13700314668508676,0.008527893143204542,0.028348139845407926
40,3.0864706999725766,0.3899420522726499,0.13371318865280885,0.008265706782157604,0.02784337389927644
41,3.084848403930664,0.3937943142194014,0.13467254432348105,0.00824352909022799,0.027912550104352143
42,3.094423191414939,0.3863575275127704,0.13490780500265268,0.008321087126835035,0.028724034101917192
43,3.097478081782659,0.38839200826791614,0.13348422944545746,0.008147285928806433,0.027963358765611283
44,3.1058250036504536,0.39249030901835513,0.13200693290967208,0.008144675073428797,0.027280520647764206
45,3.0716497864988117,0.4021372153208806,0.1316883128422957,0.008019888092978643,0.027302901045634195
46,3.114431656069226,0.3795947891015273,0.13416989319599593,0.008272908448886413,0.02836416346522478
47,3.0964596039719052,0.3937548261422377,0.13329857817062965,0.008268599290973865,0.028018412395165518
48,3.082256297270457,0.3865615725517273,0.12977998703718185,0.007857585110916542,0.027403999119997025
49,3.0898896521992154,0.3852075132039877,0.13364760806927314,0.008223927902201047,0.027684752614452288
